year,country,no,name,position,side,height,weight,birth,club,age,cohort,bmi
2014,RUS,73,chudinov maxim,D,R,180,92,1990-03-25,ska st. petersburg,24.1013004791239,1990,28.3950617283951
2014,RUS,77,belov anton,D,L,193,89,1986-07-29,ska st. petersburg,27.7563312799452,1986,23.893258879433
2014,RUS,82,medvedev yevgeni,D,L,190,87,1982-08-27,ak bars kazan,31.6769336071184,1982,24.0997229916898
2014,RUS,10,tikhonov viktor,F,R,188,83,1988-05-12,ska st. petersburg,25.968514715948,1988,23.4834766862834
2014,RUS,11,malkin yevgeni,F,L,185,84,1986-07-31,pittsburgh penguins,27.750855578371,1986,24.5434623813002
2014,RUS,16,plotnikov sergei,F,L,188,90,1990-06-03,lokomotiv yaroslavl,23.9096509240246,1990,25.4640108646446
2014,RUS,25,zaripov danis,F,L,184,88,1981-03-26,metallurg magnitogorsk,33.09787816564,1981,25.992438563327
2014,RUS,40,kalinin sergei,F,L,190,86,1991-03-17,avangard omsk,23.1238877481177,1991,23.8227146814404
2014,RUS,41,kulyomin nikolai,F,L,185,96,1986-07-14,toronto maple leafs,27.7973990417522,1986,28.0496712929145
2014,RUS,42,anisimov artyom,F,L,192,82,1988-05-24,columbus blue jackets,25.9356605065024,1988,22.2439236111111
2014,RUS,52,shirokov sergei,F,R,178,89,1986-03-10,avangard omsk,28.1423682409309,1986,28.0898876404494
2014,RUS,63,dadonov yevgeni,F,L,179,76,1989-03-12,donbass donetsk,25.1362080766598,1989,23.7196092506476
2014,RUS,69,burmistrov alexander,F,L,180,72,1991-10-21,ak bars kazan,22.5270362765229,1991,22.2222222222222
2014,RUS,8,ovechkin alexander,F,R,189,99,1985-09-17,washington capitals,28.6187542778919,1985,27.7147896195515
2014,RUS,87,shipachyov vadim,F,L,185,83,1987-03-12,ska st. petersburg,27.1375770020534,1987,24.2512783053324
2014,RUS,90,loktionov andrei,F,L,179,82,1990-05-30,carolina hurricanes,23.9206023271732,1990,25.5922099809619
2014,RUS,92,kuznetsov yevgeni,F,L,186,90,1992-05-19,washington capitals,21.9493497604381,1992,26.0145681581686
2014,RUS,1,khudobin anton,G,L,180,88,1986-05-07,carolina hurricanes,27.9835728952772,1986,27.1604938271605
2014,RUS,35,vasilevski andrei,G,L,190,91,1994-07-25,salavat yulayev ufa,19.7672826830938,1994,25.207756232687
2014,RUS,72,bobrovski sergei,G,L,188,86,1988-09-20,columbus blue jackets,25.6098562628337,1988,24.3322770484382
2014,BLR,11,karev andrei,D,L,177,90,1985-02-12,yunost minsk,29.2128678986995,1985,28.7273771904625
2014,BLR,25,yevenko oleg,D,L,200,104,1991-01-21,uni. of massachusetts amherst,23.27446954141,1991,26
2014,BLR,5,stasenko nikolai,D,L,195,101,1987-02-15,severstal cherepovets,27.2060232717317,1987,26.5614727153189
2014,BLR,57,usenko ivan,D,L,183,80,1983-02-12,dynamo minsk,31.2142368240931,1983,23.8884409806205
2014,BLR,7,denisov vladimir,D,L,181,94,1984-06-29,torpedo nizhni novgorod,29.8370978781656,1984,28.6926528494246
2014,BLR,89,korobov dmitri,D,L,190,101,1989-03-12,syracuse crunch,25.1362080766598,1989,27.9778393351801
2014,BLR,91,gotovets kirill,D,L,183,84,1991-06-25,cornell university,22.8501026694045,1991,25.0828630296515
2014,BLR,92,graborenko roman,D,R,188,96,1992-08-24,albany devils,21.6837782340862,1992,27.1616115889543
2014,BLR,16,platt geoff,F,L,176,82,1985-07-10,lokomotiv yaroslavl,28.807665982204,1985,26.4721074380165
2014,BLR,17,kalyuzhny alexei,F,L,177,86,1977-06-13,dynamo minsk,36.8815879534565,1977,27.4506048708864
2014,BLR,18,ugarov alexei,F,L,179,80,1985-01-02,admiral vladivostok,29.3251197809719,1985,24.9680097375238
2014,BLR,23,stas andrei,F,L,189,88,1988-10-18,dynamo minsk,25.533196440794,1988,24.6353685507125
2014,BLR,27,yefimenko alexei,F,L,185,85,1985-08-20,dynamo minsk,28.6954140999316,1985,24.8356464572681
2014,BLR,28,koltsov konstantin,F,L,184,94,1981-04-17,atlant mytishi,33.0376454483231,1981,27.7646502835539
2014,BLR,37,osipov nikita,F,L,182,80,1984-01-22,metallurg zhlobin,30.2724161533196,1984,24.1516725033209
2014,BLR,46,kostitsyn andrei,F,L,183,91,1985-02-03,traktor chelyabinsk,29.2375085557837,1985,27.1731016154558
2014,BLR,61,stepanov andrei,F,R,178,91,1986-04-14,amur khabarovsk,28.0465434633812,1986,28.7211210705719
2014,BLR,73,volkov artyom,F,L,183,84,1985-01-28,yunost minsk,29.2539356605065,1985,25.0828630296515
2014,BLR,74,kostitsyn sergei,F,L,183,89,1987-03-20,avangard omsk,27.1156741957563,1987,26.5758905909403
2014,BLR,77,kitarov alexander,F,L,190,90,1987-06-18,dynamo minsk,26.8692676249144,1987,24.9307479224377
2014,BLR,84,grabovski mikhail,F,L,181,83,1984-01-31,washington capitals,30.2477754962355,1984,25.3350019840664
2014,BLR,88,kovyrshin yevgeni,F,L,178,77,1986-01-25,severstal cherepovets,28.2628336755647,1986,24.3024870597147
2014,BLR,1,koval vitali,G,L,188,97,1980-03-31,torpedo nizhni novgorod,34.0835044490075,1980,27.4445450430059
2014,BLR,31,mezin andrei,G,L,182,79,1974-07-08,avangard omsk,39.813826146475,1974,23.8497765970293
2014,BLR,35,lalande kevin,G,L,182,83,1987-02-19,dynamo minsk,27.1950718685832,1987,25.0573602221954
2014,CAN,24,rielly morgan,D,L,185,93,1994-03-09,toronto maple leafs,20.145106091718,1994,27.173119065011
2014,CAN,27,coburn braydon,D,L,192,100,1985-02-27,philadelphia flyers,29.1718001368925,1985,27.1267361111111
2014,CAN,3,bieksa kevin,D,R,185,90,1981-06-16,vancouver canucks,32.8733744010951,1981,26.2965668371074
2014,CAN,4,ellis ryan,D,R,178,80,1991-01-03,nashville predators,23.3237508555784,1991,25.2493372048984
2014,CAN,44,gudbranson erik,D,R,195,98,1992-01-07,florida panthers,22.3134839151266,1992,25.7725180802104
2014,CAN,5,garrison jason,D,L,188,99,1984-11-13,vancouver canucks,29.4620123203285,1984,28.0104119511091
2014,CAN,57,myers tyler,D,R,203,103,1990-02-01,buffalo sabres,24.2436687200548,1990,24.9945400276639
2014,CAN,10,schenn brayden,F,L,185,86,1991-08-22,philadelphia flyers,22.6913073237509,1991,25.1278305332359
2014,CAN,11,huberdeau jonathan,F,L,185,86,1993-06-04,florida panthers,20.9062286105407,1993,25.1278305332359
2014,CAN,14,burrows alex,F,L,185,86,1981-04-11,vancouver canucks,33.0540725530459,1981,25.1278305332359
2014,CAN,19,hodgson cody,F,R,183,83,1990-02-18,buffalo sabres,24.1971252566735,1990,24.7842575173938
2014,CAN,20,brouwer troy,F,R,191,97,1985-08-17,washington capitals,28.703627652293,1985,26.5891834105425
2014,CAN,21,read matt,F,R,183,85,1986-06-14,philadelphia flyers,27.8795345653662,1986,25.3814685419093
2014,CAN,23,monahan sean,F,L,188,84,1994-10-12,calgary flames,19.5509924709103,1994,23.766410140335
2014,CAN,25,chimera jason,F,L,190,97,1979-05-02,washington capitals,34.9979466119097,1979,26.8698060941828
2014,CAN,29,mackinnon nathan,F,R,183,83,1995-09-01,colorado avalanche,18.6639288158795,1995,24.7842575173938
2014,CAN,42,ward joel,F,R,186,103,1980-12-02,washington capitals,33.409993155373,1980,29.7722280032374
2014,CAN,43,kadri nazem,F,L,183,86,1990-10-06,toronto maple leafs,23.5674195756331,1990,25.680074054167
2014,CAN,55,scheifele mark,F,R,188,89,1993-03-15,winnipeg jets,21.1279945242984,1993,25.181077410593
2014,CAN,7,turris kyle,F,R,185,77,1989-08-14,ottawa senators,24.7118412046543,1989,22.4981738495252
2014,CAN,30,scrivens ben,G,L,188,88,1986-09-11,edmonton oilers,27.6358658453114,1986,24.8981439565414
2014,CAN,34,reimer james,G,L,188,95,1988-03-15,toronto maple leafs,26.1273100616016,1988,26.8786781349027
2014,CAN,35,peters justin,G,L,185,96,1986-08-30,carolina hurricanes,27.668720054757,1986,28.0496712929145
2014,CZE,2,kindl jakub,D,L,192,95,1987-02-10,detroit red wings,27.2197125256674,1987,25.7703993055556
2014,CZE,23,nemec ondrej,D,R,182,92,1984-04-18,lev prague,30.0342231348392,1984,27.774423378819
2014,CZE,29,kolar jan,D,L,190,92,1986-11-22,donbass donetsk,27.4387405886379,1986,25.4847645429363
2014,CZE,3,zamorsky petr,D,R,180,86,1992-08-03,hc zlin,21.741273100616,1992,26.5432098765432
2014,CZE,46,polak roman,D,R,188,103,1986-04-28,st. louis blues,28.0082135523614,1986,29.1421457673155
2014,CZE,47,jordan michal,D,L,185,90,1990-07-17,charlotte checkers,23.7891854893908,1990,26.2965668371074
2014,CZE,55,sevc martin,D,L,183,89,1981-09-23,lev prague,32.6023271731691,1981,26.5758905909403
2014,CZE,74,vitasek ondrej,D,R,193,97,1990-09-04,bili tygri liberec,23.6550308008214,1990,26.0409675427528
2014,CZE,10,cervenka roman,F,L,182,89,1985-12-10,ska st. petersburg,28.3887748117728,1985,26.8687356599444
2014,CZE,12,novotny jiri,F,R,189,97,1983-08-12,lev prague,30.7186858316222,1983,27.1548948797626
2014,CZE,17,sobotka vladimir,F,L,178,83,1987-07-02,st. louis blues,26.8309377138946,1987,26.1961873500821
2014,CZE,20,klepis jakub,F,L,186,91,1984-06-05,lev prague,29.9028062970568,1984,26.3036189154816
2014,CZE,24,hudler jiri,F,R,175,84,1984-01-04,calgary flames,30.321697467488,1984,27.4285714285714
2014,CZE,26,zatovic martin,F,L,179,90,1985-01-25,hc karlovy vary,29.2621492128679,1985,28.0890109547143
2014,CZE,27,ruzicka martin,F,R,181,79,1985-12-15,ocelari trinec,28.3750855578371,1985,24.1140380330271
2014,CZE,43,kovar jan,F,R,180,94,1990-03-20,metallurg magnitogorsk,24.1149897330595,1990,29.0123456790123
2014,CZE,48,hertl tomas,F,L,188,89,1993-11-12,san jose sharks,20.4654346338125,1993,25.181077410593
2014,CZE,60,rolinek tomas,F,L,177,84,1980-02-17,sparta prague,34.2012320328542,1980,26.8122187110983
2014,CZE,64,sekac jiri,F,L,187,88,1992-06-10,lev prague,21.8891170431211,1992,25.1651462724127
2014,CZE,68,jagr jaromir,F,L,189,102,1972-02-15,new jersey devils,42.2067077344285,1972,28.5546317292349
2014,CZE,82,vondrka michal,F,L,185,90,1982-05-17,slovan bratislava,31.9561943874059,1982,26.2965668371074
2014,CZE,88,petruzalek jakub,F,R,176,80,1985-04-24,ak bars kazan,29.0184804928131,1985,25.8264462809917
2014,CZE,1,kovar jakub,G,L,184,91,1988-07-19,avtomobilist yekaterinburg,25.782340862423,1988,26.8785444234405
2014,CZE,33,francouz pavel,G,R,182,81,1990-06-03,hc litvinov,23.9096509240246,1990,24.4535684096124
2014,CZE,53,salak alexander,G,L,190,88,1987-01-05,ska st. petersburg,27.3182751540041,1987,24.3767313019391
2014,DEN,2,bruggisser phillip,D,R,183,85,1991-08-07,kristianstads ik,22.7323750855578,1991,25.3814685419093
2014,DEN,22,lauridsen markus,D,L,188,89,1991-02-28,lake erie monsters,23.170431211499,1991,25.181077410593
2014,DEN,25,lauridsen oliver,D,L,197,104,1989-03-24,philadelphia flyers,25.1033538672142,1989,26.7979077018217
2014,DEN,28,kristensen emil,D,R,184,81,1992-09-20,ik oskarshamn,21.6098562628337,1992,23.9248582230624
2014,DEN,3,larsen philip,D,R,183,86,1989-12-07,edmonton oilers,24.3969883641342,1989,25.680074054167
2014,DEN,41,jensen jesper b.,D,L,185,85,1991-07-30,rogle angelholm,22.7542778918549,1991,24.8356464572681
2014,DEN,6,lassen stefan,D,L,190,90,1985-11-01,graz 99ers,28.4955509924709,1985,24.9307479224377
2014,DEN,11,bjorkstrand patrick,F,L,184,87,1992-07-01,medvescak zagreb,21.8316221765914,1992,25.6970699432892
2014,DEN,13,green morten,F,L,183,88,1981-03-19,schwenninger wild wings,33.1170431211499,1981,26.2772850786825
2014,DEN,17,jensen nicklas,F,L,191,92,1993-03-16,vancouver canucks,21.1252566735113,1993,25.2186069460815
2014,DEN,19,staal kim,F,R,182,87,1978-03-10,starbulls rosenheim,36.1423682409309,1978,26.2649438473614
2014,DEN,29,madsen morten,F,L,190,87,1987-01-16,hamburg freezers,27.2881587953457,1987,24.0997229916898
2014,DEN,33,jakobsen julian,F,L,184,87,1987-04-11,hamburg freezers,27.0554414784394,1987,25.6970699432892
2014,DEN,36,hansen jannik,F,R,185,92,1986-03-15,vancouver canucks,28.1286789869952,1986,26.8809349890431
2014,DEN,37,poulsen anders,F,L,182,86,1991-01-18,herning blue fox,23.2826830937714,1991,25.9630479410699
2014,DEN,38,poulsen morten,F,L,184,84,1988-09-09,ik oskarshamn,25.6399726214921,1988,24.8109640831758
2014,DEN,40,jensen jesper,F,L,183,80,1987-02-05,karlskrona hk,27.233401779603,1987,23.8884409806205
2014,DEN,53,spelling thomas,F,R,186,80,1993-02-09,sonderjyske vojens,21.2210814510609,1993,23.1240605850387
2014,DEN,60,christensen mads,F,L,179,80,1987-04-02,eisbaren berlin,27.0800821355236,1987,24.9680097375238
2014,DEN,89,boedker mikkel,F,L,180,88,1989-12-16,phoenix coyotes,24.37234770705,1989,27.1604938271605
2014,DEN,9,storm frederik,F,L,180,86,1989-02-20,malmo redhawks,25.1909650924025,1989,26.5432098765432
2014,DEN,1,galbraith patrick,G,L,183,81,1986-03-11,karlskrona hk,28.1396303901437,1986,24.1870464928783
2014,DEN,31,nielsen simon,G,L,188,86,1986-10-27,lukko rauma,27.5099247091034,1986,24.3322770484382
2014,DEN,32,dahm sebastian,G,L,182,80,1987-02-28,rodovre mighty bulls,27.170431211499,1987,24.1516725033209
2014,FIN,10,karalahti jere,D,R,188,95,1975-03-25,jokerit helsinki,39.1019849418207,1975,26.8786781349027
2014,FIN,18,mantyla tuukka,D,L,173,82,1981-05-25,metallurg novokuznetsk,32.933607118412,1981,27.3981756824485
2014,FIN,28,marttinen jyri,D,L,182,87,1982-09-01,assat pori,31.6632443531828,1982,26.2649438473614
2014,FIN,38,hietanen juuso,D,R,180,85,1985-06-14,torpedo nizhni novgorod,28.8788501026694,1985,26.2345679012346
2014,FIN,47,lajunen ville,D,R,184,84,1988-03-08,farjestad karlstad,26.1464750171116,1988,24.8109640831758
2014,FIN,5,ohtamaa atte,D,L,188,92,1987-11-06,karpat oulu,26.4832306639288,1987,26.0298777727479
2014,FIN,6,kivisto tommi,D,L,186,89,1991-06-07,ilves tampere,22.8993839835729,1991,25.7255174008556
2014,FIN,12,jokinen olli,F,L,189,95,1978-12-05,winnipeg jets,35.4031485284052,1978,26.5950001399737
2014,FIN,13,wirtanen petteri,F,L,186,93,1986-05-28,donbass donetsk,27.9260780287474,1986,26.8817204301075
2014,FIN,19,savinainen veli-matti,F,L,181,77,1986-01-05,yugra khanty-mansisk,28.3175906913073,1986,23.5035560575074
2014,FIN,21,lehtera jori,F,L,189,96,1987-12-23,sibir novosibirsk,26.3545516769336,1987,26.8749475098681
2014,FIN,22,salomaki miikka,F,L,180,90,1993-03-09,milwaukee admirals,21.1444216290212,1993,27.7777777777778
2014,FIN,25,jormakka pekka,F,R,174,80,1990-09-14,tappara tampere,23.62765229295,1990,26.4235698242833
2014,FIN,26,immonen jarkko,F,R,186,96,1982-04-19,torpedo nizhni novgorod,32.0328542094456,1982,27.7488727020465
2014,FIN,27,kontiola petri,F,R,182,92,1984-10-04,traktor chelyabinsk,29.5715263518138,1984,27.774423378819
2014,FIN,34,palola olli,F,R,179,80,1988-04-08,tappara tampere,26.0616016427105,1988,24.9680097375238
2014,FIN,40,sallinen tomi,F,L,184,80,1989-02-11,espoo blues,25.2156057494867,1989,23.6294896030246
2014,FIN,42,sallinen jere,F,L,187,91,1990-10-26,orebro hk,23.5126625598905,1990,26.023048986245
2014,FIN,56,haula erik,F,L,180,85,1991-03-23,minnesota wild,23.1074606433949,1991,26.2345679012346
2014,FIN,61,huhtala tommi,F,L,183,87,1987-12-07,espoo blues,26.3983572895277,1987,25.9786795664248
2014,FIN,71,komarov leo,F,L,180,90,1987-01-23,dynamo moscow,27.2689938398357,1987,27.7777777777778
2014,FIN,81,pakarinen iiro,F,R,185,90,1991-08-25,ifk helsinki,22.6830937713895,1991,26.2965668371074
2014,FIN,31,koskinen mikko,G,L,200,87,1988-07-18,sibir novosibirsk,25.7850787132101,1988,21.75
2014,FIN,32,saros juuse,G,L,179,82,1995-04-19,hpk hameenlinna,19.0335386721424,1995,25.5922099809619
2014,FIN,35,rinne pekka,G,L,196,89,1982-11-03,nashville predators,31.4907597535934,1982,23.1674302374011
2014,FRA,18,auvitu yohann,D,L,182,87,1989-07-27,jyp jyvaskyla,24.7611225188227,1989,26.2649438473614
2014,FRA,26,dieude fauvel benjamin,D,L,187,100,1986-08-26,quad city mallards,27.6796714579055,1986,28.5967571277417
2014,FRA,27,amar baptiste,D,L,183,87,1979-11-11,grenoble bruleurs de loups,34.4695414099932,1979,25.9786795664248
2014,FRA,4,manavian antonin,D,R,191,100,1987-04-26,rouen dragons,27.0143737166324,1987,27.411529289219
2014,FRA,55,janil jonathan,D,R,187,87,1987-09-24,rouen dragons,26.6009582477755,1987,24.8791787011353
2014,FRA,62,chakiachvili florian,D,L,184,78,1992-03-18,briancon diables rouges,22.1190965092402,1992,23.038752362949
2014,FRA,74,besch nicolas,D,L,179,87,1984-10-25,kh sanok,29.5140314852841,1984,27.1527105895571
2014,FRA,90,moisand maxime,D,R,177,78,1990-06-11,ritten sport,23.8877481177276,1990,24.8970602317342
2014,FRA,10,meunier laurent,F,R,183,84,1979-01-16,straubing tigers,35.2881587953457,1979,25.0828630296515
2014,FRA,13,tardif luc,F,L,192,100,1984-11-30,grenoble bruleurs de loups,29.4154688569473,1984,27.1267361111111
2014,FRA,14,da costa stephane,F,R,180,82,1989-07-11,binghamton senators,24.8049281314168,1989,25.3086419753086
2014,FRA,20,berthon eliot,F,L,171,75,1992-04-27,geneve-servette,22.009582477755,1992,25.6489176156766
2014,FRA,21,roussel antoine,F,L,183,88,1989-11-21,dallas stars,24.4407939767283,1989,26.2772850786825
2014,FRA,22,henderson brian,F,L,180,82,1986-11-22,angers ducs,27.4387405886379,1986,25.3086419753086
2014,FRA,24,desrosiers julien,F,L,178,80,1980-10-14,rouen dragons,33.5441478439425,1980,25.2493372048984
2014,FRA,25,ritz nicolas,F,L,180,80,1992-02-26,dijon ducs,22.17659137577,1992,24.6913580246914
2014,FRA,28,raux damien,F,L,179,84,1984-11-03,briancon diables rouges,29.4893908281999,1984,26.2164102244
2014,FRA,41,bellemare pierre-edouard,F,L,182,87,1985-03-06,skelleftea aik,29.1526351813826,1985,26.2649438473614
2014,FRA,7,treille yorick,F,R,190,101,1980-07-15,grenoble bruleurs de loups,33.7932922655715,1980,27.9778393351801
2014,FRA,71,guttig anthony,F,L,186,82,1988-10-30,hokki kajaani,25.5003422313484,1988,23.7021620996647
2014,FRA,80,da costa teddy,F,R,181,80,1986-02-17,hokki kajaani,28.1998631074606,1986,24.4192790207869
2014,FRA,9,fleury damien,F,R,178,81,1986-02-01,lausanne hc,28.2436687200548,1986,25.5649539199596
2014,FRA,33,quemener ronan,G,L,185,76,1988-02-13,briancon diables rouges,26.2121834360027,1988,22.2059897735573
2014,FRA,39,huet cristobal,G,L,184,87,1975-09-03,lausanne hc,38.6584531143053,1975,25.6970699432892
2014,FRA,49,hardy florian,G,L,186,83,1985-02-08,angers ducs,29.223819301848,1985,23.9912128569777
2014,GER,2,reul denis,D,R,193,106,1989-06-29,adler mannheim,24.8377823408624,1989,28.4571397889876
2014,GER,3,krueger justin,D,R,190,98,1986-10-06,sc bern,27.5674195756331,1986,27.1468144044321
2014,GER,34,kohl benedikt,D,R,180,84,1988-03-31,grizzly adams wolfsburg,26.0835044490075,1988,25.9259259259259
2014,GER,48,hordler frank,D,L,183,90,1985-01-26,eisbaren berlin,29.2594113620808,1985,26.8744961031981
2014,GER,81,ankert torsten,D,R,188,100,1988-06-22,kolner haie,25.8562628336756,1988,28.2933454051607
2014,GER,82,akdag sinan,D,L,190,98,1989-11-05,krefeld pinguine,24.4845995893224,1989,27.1468144044321
2014,GER,90,braun constantin,D,L,191,92,1988-03-11,eisbaren berlin,26.1382614647502,1988,25.2186069460815
2014,GER,91,muller moritz,D,L,187,91,1986-11-19,kolner haie,27.4469541409993,1986,26.023048986245
2014,GER,17,kink marcus,F,L,186,97,1985-01-13,adler mannheim,29.2950034223135,1985,28.0379234593595
2014,GER,18,hospelt kai,F,L,185,86,1985-08-23,adler mannheim,28.6872005475702,1985,25.1278305332359
2014,GER,19,oppenheimer thomas,F,R,186,87,1988-12-16,hamburg freezers,25.3716632443532,1988,25.1474158862296
2014,GER,22,plachta matthias,F,L,184,101,1991-05-16,adler mannheim,22.9596167008898,1991,29.8322306238185
2014,GER,28,mauer frank,F,R,184,90,1988-04-12,adler mannheim,26.0506502395619,1988,26.5831758034026
2014,GER,29,barta alexander,F,R,180,82,1983-02-02,ehc red bull munich,31.2416153319644,1983,25.3086419753086
2014,GER,36,seidenberg yannic,F,L,172,82,1984-01-11,ehc red bull munich,30.3025325119781,1984,27.7176852352623
2014,GER,42,ehliz yasin,F,L,177,84,1992-12-30,nuremberg ice tigers,21.3333333333333,1992,26.8122187110983
2014,GER,55,schutz felix,F,L,178,84,1987-11-03,admiral vladivostok,26.4914442162902,1987,26.5118040651433
2014,GER,63,weiss alexander,F,L,187,89,1987-01-29,kolner haie,27.2525667351129,1987,25.4511138436901
2014,GER,71,draisaitl leon,F,L,189,96,1995-10-27,prince albert raiders,18.5106091718001,1995,26.8749475098681
2014,GER,86,pietta daniel,F,L,184,94,1986-12-09,krefeld pinguine,27.3921971252567,1986,27.7646502835539
2014,GER,9,rieder tobias,F,L,180,80,1993-01-10,portland pirates,21.3032169746749,1993,24.6913580246914
2014,GER,92,noebels marcel,F,L,189,87,1992-03-14,adirondack phantoms,22.1300479123888,1992,24.355421180818
2014,GER,30,grubauer philipp,G,L,185,84,1991-11-25,hershey bears,22.4312114989733,1991,24.5434623813002
2014,GER,33,aus den birken danny,G,L,186,89,1985-02-15,kolner haie,29.2046543463381,1985,25.7255174008556
2014,GER,72,zepp rob,G,L,186,88,1981-09-07,eisbaren berlin,32.6461327857632,1981,25.4364666435426
2014,ITA,17,egger alexander,D,L,186,88,1979-12-22,bolzano foxes,34.3572895277207,1979,25.4364666435426
2014,ITA,24,johnson trevor,D,R,180,81,1982-01-25,hc valpellice,32.2628336755647,1982,25
2014,ITA,27,larkin thomas,D,R,196,95,1990-12-31,springfield falcons,23.3319644079398,1990,24.7292794668888
2014,ITA,4,sullivan daniel,D,L,181,88,1987-04-26,asiago hockey,27.0143737166324,1987,26.8612069228656
2014,ITA,50,borgatello christian,D,R,174,79,1982-02-10,pustertal bruneck,32.2190280629706,1982,26.0932752014797
2014,ITA,53,trivellato alex,D,L,189,83,1993-01-05,eisbaren berlin,21.3169062286105,1993,23.2356317012402
2014,ITA,74,nicoletti davide,D,L,191,97,1986-03-22,bolzano foxes,28.1095140314853,1986,26.5891834105425
2014,ITA,9,hofer armin,D,L,176,80,1987-03-19,pustertal bruneck,27.1184120465435,1987,25.8264462809917
2014,ITA,10,scandella giulio,F,R,186,88,1983-09-18,pustertal bruneck,30.6173853524983,1983,25.4364666435426
2014,ITA,13,di casmirro nathan,F,L,179,88,1978-09-27,sheffield steelers,35.5920602327173,1978,27.4648107112762
2014,ITA,15,felicetti luca,F,L,166,75,1981-08-17,sg cortina,32.703627652293,1981,27.2173029467267
2014,ITA,18,bernard anton,F,R,178,82,1989-04-18,bolzano foxes,25.0349075975359,1989,25.8805706350208
2014,ITA,19,tudin daniel,F,L,180,85,1978-08-03,ritten sport,35.7426420260096,1978,26.2345679012346
2014,ITA,21,bona patrick,F,R,175,85,1981-02-14,pustertal bruneck,33.2073921971253,1981,27.7551020408163
2014,ITA,22,kostner diego,F,R,183,75,1992-08-05,hc lugano,21.7357973990418,1992,22.3954134193317
2014,ITA,25,ramoser joachim,F,L,178,90,1995-02-22,red bull salzburg,19.1868583162218,1995,28.4055043555107
2014,ITA,3,gander markus,F,R,187,90,1989-05-16,bolzano foxes,24.9582477754962,1989,25.7370814149675
2014,ITA,41,borrelli david,F,L,176,88,1981-01-04,asiago hockey,33.3196440793977,1981,28.4090909090909
2014,ITA,64,ihnacak brian,F,R,183,86,1985-04-10,malmo redhawks,29.056810403833,1985,25.680074054167
2014,ITA,8,insam marco,F,R,187,92,1989-06-05,bolzano foxes,24.9034907597536,1989,26.3090165575224
2014,ITA,87,fontanive nicola,F,L,165,73,1985-10-25,milano rossoblu,28.5147159479808,1985,26.8135904499541
2014,ITA,88,rocco vincent,F,L,178,85,1987-06-26,if troja-ljungby,26.8473648186174,1987,26.8274207802045
2014,ITA,1,bernard andreas,G,L,184,80,1990-06-09,saipa lappeenranta,23.8932238193018,1990,23.6294896030246
2014,ITA,30,bellissimo daniel,G,L,188,81,1984-08-15,lulea hf,29.7084188911704,1984,22.9176097781802
2014,ITA,34,caffi alex,G,L,185,85,1990-08-12,hc neumarkt,23.7180013689254,1990,24.8356464572681
2014,KAZ,2,savchenko roman,D,L,189,91,1988-07-28,barys astana,25.7577002053388,1988,25.4752106603958
2014,KAZ,29,vasilchenko alexei,D,L,186,93,1981-03-29,traktor chelyabinsk,33.0896646132786,1981,26.8817204301075
2014,KAZ,38,dallman kevin,D,R,182,90,1981-02-26,ska st. petersburg,33.1745379876797,1981,27.170631566236
2014,KAZ,5,litvinenko alexei,D,L,200,105,1980-03-07,barys astana,34.1492128678987,1980,26.25
2014,KAZ,52,kazantsev anton,D,L,189,90,1986-08-26,yermak angarsk,27.6796714579055,1986,25.1952632905014
2014,KAZ,55,blokhin yevgeni,D,L,189,93,1979-05-29,barys astana,34.9240246406571,1979,26.0351054001848
2014,KAZ,7,semyonov maxim,D,L,182,83,1984-02-09,barys astana,30.2231348391513,1984,25.0573602221954
2014,KAZ,87,lakiza artemi,D,L,176,83,1987-07-02,barys astana,26.8309377138946,1987,26.7949380165289
2014,KAZ,18,polishuk fyodor,F,L,174,79,1979-07-04,barys astana,34.8254620123203,1979,26.0932752014797
2014,KAZ,33,gavrilin andrei,F,L,187,93,1978-07-24,barys astana,35.7700205338809,1978,26.5949841287998
2014,KAZ,36,upper dmitri,F,R,186,93,1978-07-27,barys astana,35.7618069815195,1978,26.8817204301075
2014,KAZ,48,starchenko roman,F,L,178,85,1986-05-12,barys astana,27.9698836413415,1986,26.8274207802045
2014,KAZ,57,panshin mikhail,F,R,181,87,1983-05-02,barys astana,30.9979466119097,1983,26.5559659351058
2014,KAZ,62,krasnoslobodtsev vadim,F,L,188,90,1983-08-16,torpedo nizhni novgorod,30.7077344284736,1983,25.4640108646446
2014,KAZ,8,zhailauov talgat,F,R,174,77,1985-07-07,barys astana,28.8158795345654,1985,25.4326859558726
2014,KAZ,80,antropov nikolai,F,L,199,110,1980-02-18,barys astana,34.1984941820671,1980,27.7770763364561
2014,KAZ,81,pushkaryov konstantin,F,L,181,83,1985-02-12,barys astana,29.2128678986995,1985,25.3350019840664
2014,KAZ,82,spiridonov andrei,F,L,180,86,1982-05-21,nomad astana,31.9452429842574,1982,26.5432098765432
2014,KAZ,85,romanov konstantin,F,L,183,84,1985-03-14,barys astana,29.1307323750856,1985,25.0828630296515
2014,KAZ,88,rymarev yevgeni,F,L,175,76,1988-09-09,torpedo ust-kamenogorsk,25.6399726214921,1988,24.8163265306122
2014,KAZ,91,antsiferov alexei,F,R,185,92,1991-03-04,nomad astana,23.1594798083504,1991,26.8809349890431
2014,KAZ,92,rakhmanov mikhail,F,L,176,83,1992-05-27,barys astana,21.927446954141,1992,26.7949380165289
